AFKS;AFKS_Price;AFKS_Cap;AFKS_Rate;AFLT;AFLT_Price;AFLT_Cap;AFLT_Rate;AKRN;AKRN_Price;AKRN_Cap;AKRN_Rate;ALRS;ALRS_Price;ALRS_Cap;ALRS_Rate;BSPB;BSPB_Price;BSPB_Cap;BSPB_Rate;CHMF;CHMF_Price;CHMF_Cap;CHMF_Rate;DIXY;DIXY_Price;DIXY_Cap;DIXY_Rate;DSKY;DSKY_Price;DSKY_Cap;DSKY_Rate;UPRO;UPRO_Price;UPRO_Cap;UPRO_Rate;FEES;FEES_Price;FEES_Cap;FEES_Rate;GAZP;GAZP_Price;GAZP_Cap;GAZP_Rate;GMKN;GMKN_Price;GMKN_Cap;GMKN_Rate;HYDR;HYDR_Price;HYDR_Cap;HYDR_Rate;IRAO;IRAO_Price;IRAO_Cap;IRAO_Rate;KMAZ;KMAZ_Price;KMAZ_Cap;KMAZ_Rate;LKOH;LKOH_Price;LKOH_Cap;LKOH_Rate;LSRG;LSRG_Price;LSRG_Cap;LSRG_Rate;MAGN;MAGN_Price;MAGN_Cap;MAGN_Rate;MFON;MFON_Price;MFON_Cap;MFON_Rate;MGNT;MGNT_Price;MGNT_Cap;MGNT_Rate;MOEX;MOEX_Price;MOEX_Cap;MOEX_Rate;MRKH (RSTI);MRKH (RSTI)_Price;MRKH (RSTI)_Cap;MRKH (RSTI)_Rate;MSNG;MSNG_Price;MSNG_Cap;MSNG_Rate;MSRS;MSRS_Price;MSRS_Cap;MSRS_Rate;MTLR;MTLR_Price;MTLR_Cap;MTLR_Rate;MTSS;MTSS_Price;MTSS_Cap;MTSS_Rate;MVID;MVID_Price;MVID_Cap;MVID_Rate;NLMK;NLMK_Price;NLMK_Cap;NLMK_Rate;NMTP;NMTP_Price;NMTP_Cap;NMTP_Rate;NVTK;NVTK_Price;NVTK_Cap;NVTK_Rate;PHOR;PHOR_Price;PHOR_Cap;PHOR_Rate;Poly;Poly_Price;Poly_Cap;Poly_Rate;RASP;RASP_Price;RASP_Cap;RASP_Rate;ROSN;ROSN_Price;ROSN_Cap;ROSN_Rate;RTKM;RTKM_Price;RTKM_Cap;RTKM_Rate;RUAL;RUAL_Price;RUAL_Cap;RUAL_Rate;SBER;SBER_Price;SBER_Cap;SBER_Rate;SIBN;SIBN_Price;SIBN_Cap;SIBN_Rate;SNGS;SNGS_Price;SNGS_Cap;SNGS_Rate;SVAV;SVAV_Price;SVAV_Cap;SVAV_Rate;TATN;TATN_Price;TATN_Cap;TATN_Rate;TRMK;TRMK_Price;TRMK_Cap;TRMK_Rate;TRNFP;TRNFP_Price;TRNFP_Cap;TRNFP_Rate;URKA;URKA_Price;URKA_Cap;URKA_Rate;VSMO;VSMO_Price;VSMO_Cap;VSMO_Rate;VTBR;VTBR_Price;VTBR_Cap;VTBR_Rate;YNDX;YNDX_Price;YNDX_Cap;YNDX_Rate;VZRZ;VZRZ_Price;VZRZ_Cap;VZRZ_Rate;TATNP;TATNP_Price;TATNP_Cap;TATNP_Rate;SNGSP;SNGSP_Price;SNGSP_Cap;SNGSP_Rate;SBERP;SBERP_Price;SBERP_Cap;SBERP_Rate;RTKMP;RTKMP_Price;RTKMP_Cap;RTKMP_Rate;PLZL;PLZL_Price;PLZL_Cap;PLZL_Rate;PIKK;PIKK_Price;PIKK_Cap;PIKK_Rate;NKNC;NKNC_Price;NKNC_Cap;NKNC_Rate;BANEP;BANEP_Price;BANEP_Cap;BANEP_Rate;BANE;BANE_Price;BANE_Cap;BANE_Rate;LNTA;LNTA_Price;LNTA_Cap;LNTA_Rate;OGRB;OGRB_Price;OGRB_Cap;OGRB_Rate;OGKE;OGKE_Price;OGKE_Cap;OGKE_Rate;RBFT;RBFT_Price;RBFT_Cap;RBFT_Rate;URSI;URSI_Price;URSI_Cap;URSI_Rate;VTEL;VTEL_Price;VTEL_Cap;VTEL_Rate;PHST;PHST_Price;PHST_Cap;PHST_Rate;OGKC;OGKC_Price;OGKC_Cap;OGKC_Rate
18/12/2012;24.557;236975.05;5;11/01/2010;54.36;60373.1039;4.667;18/12/2012;1382.2;56026.0928;4.412;18/12/2012;27.47;202286.1512;5;17/12/2013;42.608;19028.292;3.9;11/01/2010;303.6;305937.7237;3.533;18/12/2012;394.12;49166.47;4.273;16/06/2017;99.99;73892.61;5;25/04/2012;2.662;167804.1338;4.889;11/01/2010;0.332;382966.731;3;11/01/2010;194.49;4604261.674;4.647;11/01/2010;4700.91;896123.7007;4.176;11/01/2010;1.188;320398.1798;4.684;26/04/2010;5.8188;132324.9938;3.2;17/12/2013;53.22;37638.7568;3.833;11/01/2010;1745.8;1484913.2378;4.091;18/12/2012;577.9;59541.1509;5;11/01/2010;27.903;311797.3322;4.286;17/09/2013;1147.6;711512;3.4;25/10/2010;3537.33;316551.1537;3.364;18/03/2013;52.93;125893.4364;#N/A N/A;25/10/2010;5.0353;206973.5649;4.733;25/10/2010;3.304;131331.8834;4.385;18/12/2012;1.4949;72811.0168;2.818;25/10/2011;387;161096.7574;3.333;11/01/2010;228.61;455694.2962;5;18/12/2012;249.46;44844.9761;4.733;11/01/2010;98.16;588295.1673;3.538;18/12/2012;3.008;57927.5032;4.6;11/01/2010;177.5;538944.2987;4.182;21/05/2013;1240.4;154401.2675;5;11/01/2010;294.09;117452.1937;2.778;11/01/2010;155.96;121773.5375;4.6;11/01/2010;271.49;2877299.2731;3.545;11/01/2010;146.13;106484.4066;2;11/01/2010;#N/A N/A;#N/A N/A;5;11/01/2010;86.72;1872020.0669;4.308;11/01/2010;170.97;810620.0276;3.111;11/01/2010;28.291;1010724.1555;3.571;18/12/2012;653;22378.4398;4.8;11/01/2010;144.53;326585.0622;2.385;18/06/2013;77.58;72737.9312;4.143;11/01/2010;24488.15;38076.0126;5;11/01/2010;143.12;304042.6814;4;11/01/2010;2278.41;26268.9274;4.333;11/01/2010;0.07263;759696.7901;2.667;16/06/2014;1165;378128.0008;4.619;18/12/2012;566.9;13463.1376;4.391;18/12/2012;106.5;486067.1847;#N/A N/A;11/01/2010;15.406;118656.9819;#N/A N/A;11/01/2010;71.86;71860;#N/A N/A;18/12/2012;90.98;22092.8096;#N/A N/A;14/08/2017;4310;575648.3904;5;18/12/2012;60.06;29625.22;3.667;16/12/2015;38.9;62677.8577;4.5;18/12/2012;1362.4;392632.6003;#N/A N/A;18/12/2012;1801.4;392632.6003;4.2;16/09/2015;480;223424.1504;#N/A N/A;18/12/2012;0.3509;20816.686;2.333;11/01/2010;2.295;81178.5069;3.211;22/09/2017;598;175883.7571;2;11/01/2010;0.802;25903.6226;3;11/01/2010;90.31;22213.515;4.167;11/01/2010;1840;69538.3817;3.857;11/01/2010;1.488;70662.144;3.053
19/12/2012;24.299;234485.35;5;12/01/2010;54.17;60162.0868;4.667;19/12/2012;1364.1;55292.4299;4.412;19/12/2012;27.19;200253.4207;5;18/12/2013;42.795;19111.8073;3.9;12/01/2010;301.92;304244.7877;3.533;19/12/2012;388.83;48506.5425;4.273;19/06/2017;100.98;74624.22;5;26/04/2012;2.62;165179.7313;4.889;12/01/2010;0.337;388734.3023;3;12/01/2010;191.75;4539396.2466;4.647;12/01/2010;4642.84;885053.8906;4.176;12/01/2010;1.187;320128.4843;4.684;27/04/2010;5.1313;116690.4618;3.2;18/12/2013;52.99;37476.094;3.833;12/01/2010;1719.13;1462228.6648;4.091;19/12/2012;571.6;58892.0607;5;12/01/2010;27.236;304344.054;4.286;18/09/2013;1170;725400;3.4;26/10/2010;3539.51;316746.0036;3.545;19/03/2013;51.91;123467.3774;#N/A N/A;26/10/2010;5.1012;209682.3207;4.733;26/10/2010;3.298;131093.3872;4.385;19/12/2012;1.4805;72110.8523;2.818;26/10/2011;394.1;164052.2793;3.333;12/01/2010;226.42;451328.9118;5;19/12/2012;245.95;44213.9897;4.733;12/01/2010;98.62;591052.0517;3.538;19/12/2012;2.9;55853.4619;4.6;12/01/2010;174.57;530047.9224;4.182;22/05/2013;1269.7;158048.4358;5;12/01/2010;294.22;117504.1125;2.778;12/01/2010;158.95;124108.129;4.6;12/01/2010;266.48;2824202.4027;3.545;12/01/2010;144.62;105384.075;2;12/01/2010;#N/A N/A;#N/A N/A;5;12/01/2010;85.09;1836833.3428;4.308;12/01/2010;169.55;803887.3819;3.111;12/01/2010;27.548;984179.7404;3.571;19/12/2012;660.4;22632.0393;4.8;12/01/2010;143.18;323754.4611;2.385;19/06/2013;79.6;74631.8552;4.143;12/01/2010;24293.39;37773.1852;5;12/01/2010;143.71;305296.0715;4;12/01/2010;2246.65;25902.7498;4.333;12/01/2010;0.07281;761658.1416;2.667;17/06/2014;1185.5;381450.1959;4.619;19/12/2012;568.3;13496.3857;4.391;19/12/2012;106.3;488564.9642;#N/A N/A;12/01/2010;15.378;118441.326;#N/A N/A;12/01/2010;72.44;72440;#N/A N/A;19/12/2012;90.25;21915.5426;#N/A N/A;15/08/2017;4312;575915.5126;5;19/12/2012;59.54;29368.7246;3.667;17/12/2015;39.8;64127.9881;4.5;19/12/2012;1350;391888.8491;#N/A N/A;19/12/2012;1800;391888.8491;4.2;17/09/2015;487;226682.4193;#N/A N/A;19/12/2012;0.3472;20597.9142;2.333;12/01/2010;2.304;81496.854;3.211;25/09/2017;584.1;171795.4891;2;12/01/2010;0.789;25483.7384;3;12/01/2010;90.01;22139.7241;4.167;12/01/2010;1838.85;69494.9202;3.857;12/01/2010;1.488;70662.144;3.053
20/12/2012;24.088;232449.2;5;13/01/2010;53.57;59495.717;4.692;20/12/2012;1378;55855.8525;4.412;20/12/2012;27.25;200717.4135;5;19/12/2013;41.84;18685.4399;3.9;13/01/2010;321.53;324005.7849;3.533;20/12/2012;401;50024.75;4.273;20/06/2017;98.48;72776.72;5;27/04/2012;2.66;167709.5607;4.889;13/01/2010;0.348;401422.959;3;13/01/2010;189.25;4480212.4624;4.647;13/01/2010;4668.51;889947.2798;4.176;13/01/2010;1.235;333073.8653;4.684;28/04/2010;5.3688;122091.482;3.2;19/12/2013;51.25;36245.5146;3.833;13/01/2010;1707.91;1452685.3992;4.091;20/12/2012;574.7;59211.4543;5;13/01/2010;28.477;318211.3976;4.286;19/09/2013;1150;713000;3.4;27/10/2010;3499.66;313179.8984;3.667;20/03/2013;52.25;124276.0637;#N/A N/A;27/10/2010;5.1122;210133.78;4.733;27/10/2010;3.273;130099.6532;4.385;20/12/2012;1.5063;73368.1042;2.818;27/10/2011;402.2;167424.0719;3.333;13/01/2010;225.5;449495.0518;5;20/12/2012;245;44043.2099;4.733;13/01/2010;100.41;601779.9282;3.538;20/12/2012;2.928;56389.1255;4.6;13/01/2010;177.07;537638.6872;4.182;23/05/2013;1254.3;156131.5056;5;13/01/2010;295.02;117823.6125;2.778;13/01/2010;163.91;127980.896;4.6;13/01/2010;267.94;2839675.7421;3.545;13/01/2010;144.21;105085.3094;2;13/01/2010;#N/A N/A;#N/A N/A;5;13/01/2010;86.63;1870077.2416;4.308;13/01/2010;166.27;788335.9185;3.111;13/01/2010;27.75;991396.3916;3.571;20/12/2012;664.3;22765.6931;4.8;13/01/2010;143.61;324804.8797;2.385;20/06/2013;77.25;72428.5278;4.143;13/01/2010;24495.41;38087.301;5;13/01/2010;142.33;302364.4134;4;13/01/2010;2269.57;26167.0081;4.429;13/01/2010;0.07419;776041.3854;2.667;18/06/2014;1182.9;378629.1569;4.619;20/12/2012;553.3;13140.1553;4.391;20/12/2012;106.95;490795.9616;#N/A N/A;13/01/2010;15.479;119219.2278;#N/A N/A;13/01/2010;73.16;73160;#N/A N/A;20/12/2012;91.36;22185.0856;#N/A N/A;16/08/2017;4310;575648.3904;5;20/12/2012;59.55;29373.6572;3.667;18/12/2015;37.9;61066.6017;4.5;20/12/2012;1345;394903.5598;#N/A N/A;20/12/2012;1817;394903.5598;4.2;18/09/2015;495;230406.1551;#N/A N/A;20/12/2012;0.3469;20579.3743;2.333;13/01/2010;2.35;83123.9613;3.211;26/09/2017;567.5;166913.0972;2;13/01/2010;0.794;25645.2323;3;13/01/2010;89.31;21967.5454;4.167;13/01/2010;1814.22;68564.0885;3.857;13/01/2010;1.497;71089.536;3.053
21/12/2012;24.4;235460;5;14/01/2010;54.56;60595.2271;4.692;21/12/2012;1387.7;56249.0298;4.412;21/12/2012;27.88;205335.2471;5;20/12/2013;41.329;18456.8719;3.9;14/01/2010;352.92;355637.4883;3.533;21/12/2012;407.94;50890.515;4.273;21/06/2017;102;75378;5;28/04/2012;2.655;167394.3172;4.889;14/01/2010;0.345;397962.4162;3;14/01/2010;190.7;4514539.0572;4.647;14/01/2010;4895.78;933271.2493;4.176;14/01/2010;1.268;341973.8148;4.684;29/04/2010;5.2813;120101.6324;3.2;20/12/2013;50.45;35679.731;3.833;14/01/2010;1725.92;1468004.0419;4.091;21/12/2012;565;58212.0614;5;14/01/2010;30.144;336839.0059;4.286;20/09/2013;1148.7;712193.9613;3.4;28/10/2010;3510.18;314121.2382;3.667;21/03/2013;52.13;123990.645;#N/A N/A;28/10/2010;5.2081;214073.7884;4.733;28/10/2010;3.265;129781.6584;4.385;21/12/2012;1.5047;73288.9551;2.818;28/10/2011;415.7;173043.7262;3.571;14/01/2010;226.74;451966.7762;5;21/12/2012;241.27;43372.6745;4.733;14/01/2010;103.73;621677.442;3.538;21/12/2012;2.912;56082.1722;4.6;14/01/2010;181.72;551757.5096;4.182;24/05/2013;1252.5;155907.4392;5;14/01/2010;295.7;118095.1875;2.778;14/01/2010;175.05;136679.0058;4.619;14/01/2010;268.22;2842643.2319;3.545;14/01/2010;153.81;112080.795;2;14/01/2010;#N/A N/A;#N/A N/A;5;14/01/2010;87.49;1888642.0163;4.308;14/01/2010;167.23;792887.5663;3.111;14/01/2010;27.677;988788.3939;3.571;21/12/2012;668.9;22923.336;4.8;14/01/2010;144.7;327035.0942;2.385;21/06/2013;78.1;73225.476;3.857;14/01/2010;25174.42;39143.0767;5;14/01/2010;143.87;305635.9738;4;14/01/2010;2665.4;30730.7279;4.429;14/01/2010;0.07419;776041.3854;2.667;19/06/2014;1168;373302.9539;4.619;21/12/2012;547.1;12992.9133;4.391;21/12/2012;106.96;491843.2082;#N/A N/A;14/01/2010;15.41;118687.7899;#N/A N/A;14/01/2010;73.25;73250;#N/A N/A;21/12/2012;91.07;22114.6644;#N/A N/A;17/08/2017;4343;580055.907;5;21/12/2012;59.86;29526.5679;3.667;21/12/2015;40;64450.2393;4.5;21/12/2012;1336.4;391627.0789;#N/A N/A;21/12/2012;1801.4;391627.0789;4.2;21/09/2015;495;230406.1551;#N/A N/A;21/12/2012;0.3489;20698.0301;2.333;14/01/2010;2.407;85140.1595;3.211;27/09/2017;574.9;169089.5852;2;14/01/2010;0.841;27163.275;3;14/01/2010;91.93;22611.9857;4.167;14/01/2010;1864.83;70476.7672;3.857;14/01/2010;1.5;71232;3.053
24/12/2012;24.4;235460;5;15/01/2010;54.53;60561.9086;4.692;24/12/2012;1384.6;56123.3769;4.412;24/12/2012;28.12;207124.9338;5;23/12/2013;41.535;18549.1782;3.9;15/01/2010;347.67;350347.0632;3.533;24/12/2012;402.04;50154.49;4.182;22/06/2017;99.65;73641.35;5;02/05/2012;2.548;160659.9271;4.889;15/01/2010;0.342;394501.8735;3;15/01/2010;187.59;4440914.4297;4.647;15/01/2010;4870.11;928377.8481;4.176;15/01/2010;1.254;338198.0786;4.684;30/04/2010;5.1125;116264.0655;3.2;23/12/2013;50.06;35403.9114;3.833;15/01/2010;1726.67;1468641.9643;4.091;24/12/2012;562.8;57985.395;5;15/01/2010;29.917;334302.4329;4;23/09/2013;1150.2;713123.9613;3.5;29/10/2010;3572.03;319656.3735;3.667;22/03/2013;51.56;122634.9061;#N/A N/A;29/10/2010;5.3349;219286.0911;4.733;29/10/2010;3.284;130536.8962;4.385;24/12/2012;1.49;72573.5697;2.818;31/10/2011;405.9;168964.2734;3.571;15/01/2010;227.89;454259.1013;5;24/12/2012;240.25;43189.3109;4.733;15/01/2010;101.14;606154.9839;3.385;24/12/2012;2.86;55083.0693;4.6;15/01/2010;179.58;545259.815;4.182;27/05/2013;1252.9;155957.23;5;15/01/2010;292.42;116785.2375;2.778;15/01/2010;174.46;136218.3339;4.429;15/01/2010;267.68;2836920.2159;3.545;15/01/2010;158.47;115476.5203;2;15/01/2010;#N/A N/A;#N/A N/A;5;15/01/2010;88.13;1902457.6625;4.259;15/01/2010;166.48;789331.5915;3.111;15/01/2010;27.437;980214.1548;3.571;24/12/2012;668.7;22916.482;4.8;15/01/2010;144.66;326964.1725;2.385;24/06/2013;75.43;70722.1211;3.857;15/01/2010;25820.69;40147.9458;5;15/01/2010;142.65;303044.2182;4;15/01/2010;2589.31;29853.4504;4.429;15/01/2010;0.07463;780617.8721;2.667;20/06/2014;1175;393939.7686;4.619;24/12/2012;545.5;12954.9154;4.391;24/12/2012;106.52;486571.2338;#N/A N/A;15/01/2010;15.366;118348.902;#N/A N/A;15/01/2010;72.89;72890;#N/A N/A;24/12/2012;91.35;22182.6573;#N/A N/A;18/08/2017;4330;578319.6126;5;24/12/2012;59.5;29348.9942;3.667;22/12/2015;39.6;63805.7369;4.5;24/12/2012;1329;387302.4851;#N/A N/A;24/12/2012;1780;387302.4851;4.2;22/09/2015;490;228078.8202;#N/A N/A;24/12/2012;0.3447;20449.5944;2.333;15/01/2010;2.452;86731.895;3.211;28/09/2017;574;168824.8772;2;15/01/2010;0.825;26646.4945;3;15/01/2010;95.9;23588.4851;4.167;15/01/2010;1830;69160.4557;3.857;15/01/2010;1.509;71659.392;3.053
25/12/2012;24.54;236811;5;18/01/2010;54.49;60517.484;4.692;25/12/2012;1380.1;55940.9739;4.412;25/12/2012;29.99;220838.5001;5;24/12/2013;41.87;18698.6265;3.9;18/01/2010;370.22;373070.6985;3.4;25/12/2012;393.69;49112.8275;4.182;23/06/2017;98.95;73124.05;5;03/05/2012;2.501;157684.8163;4.889;18/01/2010;0.343;395655.3878;3;18/01/2010;190.13;4501045.1544;4.647;18/01/2010;5022.73;957471.4717;4.059;18/01/2010;1.273;343322.2919;4.684;04/05/2010;4.9375;112284.3664;3.2;24/12/2013;49.97;35340.2608;3.833;18/01/2010;1744.74;1484011.5876;4.182;25/12/2012;561.7;57872.0617;5;18/01/2010;32.1;358695.9955;4;24/09/2013;1160.7;719633.9613;3.5;01/11/2010;3569.44;319425.0549;3.667;25/03/2013;51.83;123277.0982;#N/A N/A;01/11/2010;5.2889;217398.1704;4.733;01/11/2010;3.28;130377.8987;4.385;25/12/2012;1.49;72573.5697;2.818;01/11/2011;382.9;159390.0476;3.571;18/01/2010;240.05;478497.9476;5;25/12/2012;241.54;43421.2119;4.733;18/01/2010;99.43;595906.5657;3.231;25/12/2012;2.85;54888.0637;4.6;18/01/2010;183.17;556160.1532;4.182;28/05/2013;1274.1;158596.1424;5;18/01/2010;290.78;116130.2625;2.778;18/01/2010;178.67;139505.5011;4.333;18/01/2010;271.08;2872954.0202;3.545;18/01/2010;156.29;113887.9621;2;18/01/2010;#N/A N/A;#N/A N/A;5;18/01/2010;90.43;1952107.6412;4.259;18/01/2010;166.19;787956.6145;3.111;18/01/2010;27.971;999291.8367;3.571;25/12/2012;667.9;22889.0658;4.8;18/01/2010;145.99;329881.0072;2.385;25/06/2013;76.97;72166.0037;3.857;18/01/2010;27944.63;43450.407;5;18/01/2010;145.6;309311.1684;4;18/01/2010;2669.19;30774.4254;4.429;18/01/2010;0.075;784540.575;2.667;23/06/2014;1196;390793.5917;4.619;25/12/2012;540;12824.2976;4.391;25/12/2012;105.45;486369.8258;#N/A N/A;18/01/2010;15.405;118649.2799;#N/A N/A;18/01/2010;73.81;73810;#N/A N/A;25/12/2012;90.38;21947.1107;#N/A N/A;21/08/2017;4300;574312.7792;5;25/12/2012;59.5;29348.9942;3.667;23/12/2015;40.5;65255.8672;4.5;25/12/2012;1327.8;388010.9213;#N/A N/A;25/12/2012;1784;388010.9213;4.2;23/09/2015;486;226216.9523;#N/A N/A;25/12/2012;0.3415;20260.4867;2.333;18/01/2010;2.471;87403.961;3.211;29/09/2017;569;167354.2772;2;18/01/2010;0.851;27486.2628;3;18/01/2010;95.77;23556.509;4.167;18/01/2010;1821.06;68822.5946;3.857;18/01/2010;1.519;72134.272;3.053
26/12/2012;24.67;238065.5;5;19/01/2010;54.92;60995.049;4.692;26/12/2012;1389.8;56334.1563;4.412;26/12/2012;29.91;220271.3978;5;25/12/2013;41.427;18500.8273;3.9;19/01/2010;366.57;369392.5935;3.4;26/12/2012;391.73;48868.3175;4.182;26/06/2017;98.99;73153.61;5;04/05/2012;2.452;154583.608;4.889;19/01/2010;0.345;397962.4162;3;19/01/2010;189.88;4495126.776;4.647;19/01/2010;5037.07;960205.0372;4.059;19/01/2010;1.297;349794.9824;4.684;05/05/2010;4.8688;110720.9132;3.2;25/12/2013;49.67;35128.0919;3.833;19/01/2010;1749.35;1487932.6839;4.182;26/12/2012;563.7;58078.1221;5;19/01/2010;32.197;359779.9055;4;25/09/2013;1169.7;725213.9613;3.5;02/11/2010;3492.83;312568.6283;3.667;26/03/2013;51.49;122468.4119;#N/A N/A;02/11/2010;5.261;216249.0013;4.733;02/11/2010;3.281;130417.6481;4.385;26/12/2012;1.5;73060.6406;2.818;02/11/2011;384.8;160180.9619;3.571;19/01/2010;237.97;474351.8291;5;26/12/2012;241.02;43327.7325;4.733;19/01/2010;101.2;606514.5775;3.231;26/12/2012;2.84;54705.0955;4.6;19/01/2010;189.86;576473.0397;4.182;29/05/2013;1227;152733.2758;5;19/01/2010;292.99;117012.8813;2.778;19/01/2010;176.96;138170.3334;4.333;19/01/2010;270.05;2862037.8972;3.545;19/01/2010;154.03;112241.1082;2;19/01/2010;#N/A N/A;#N/A N/A;5;19/01/2010;92.04;1986862.6263;4.259;19/01/2010;162.77;771741.3692;3.111;19/01/2010;27.824;994040.1153;3.462;26/12/2012;668.1;22895.9198;4.8;19/01/2010;145;327685.7512;2.333;26/06/2013;77.79;72934.8243;3.857;19/01/2010;27590.58;42899.9035;5;19/01/2010;145.07;308185.2417;4;19/01/2010;2616.85;30170.9735;4.429;19/01/2010;0.07581;793039.7646;2.667;24/06/2014;1191.8;375618.9401;4.619;26/12/2012;542;12871.795;4.391;26/12/2012;106.8;489161.6042;#N/A N/A;19/01/2010;15.186;116962.5423;#N/A N/A;19/01/2010;73.57;73570;#N/A N/A;26/12/2012;91;22097.6662;#N/A N/A;22/08/2017;4310;575648.3904;5;26/12/2012;59;29102.364;3.667;24/12/2015;41.1;66222.6208;4.5;26/12/2012;1334.9;390361.3202;#N/A N/A;26/12/2012;1795;390361.3202;4.2;24/09/2015;473;220165.8815;#N/A N/A;26/12/2012;0.3422;20301.2746;2.333;19/01/2010;2.545;90021.4815;3.211;02/10/2017;550;161765.9973;2;19/01/2010;0.84;27130.9762;3;19/01/2010;94.5;23244.1276;4.167;19/01/2010;1835.98;69386.4554;3.857;19/01/2010;1.55;73606.4;3.053
27/12/2012;25.375;244868.75;5;20/01/2010;54.94;61017.2613;4.692;27/12/2012;1391.8;56415.2243;4.529;27/12/2012;29.98;220801.6753;5;26/12/2013;41.004;18311.819;3.9;20/01/2010;354.33;357058.3453;3.4;27/12/2012;394.99;49275.0025;4.182;27/06/2017;96.75;71498.25;5;05/05/2012;2.431;153251.7041;4.889;20/01/2010;0.339;391041.3308;3;20/01/2010;186.05;4404457.2187;4.647;20/01/2010;4942;942082.0974;4.059;20/01/2010;1.287;347098.0281;4.684;06/05/2010;4.7188;107309.7426;3.2;26/12/2013;51.64;36521.3341;3.833;20/01/2010;1726.04;1468106.1095;4.182;27/12/2012;559.1;57604.1832;5;20/01/2010;30.659;342593.7859;4;26/09/2013;1161;719820;3.5;03/11/2010;3512.51;314330.3408;3.667;27/03/2013;51.25;121897.5745;#N/A N/A;03/11/2010;5.1891;213293.9951;4.733;03/11/2010;3.253;129304.666;4.385;27/12/2012;1.5192;73995.208;2.818;03/11/2011;390.6;162595.3319;3.571;20/01/2010;235.46;469348.5804;5;27/12/2012;239.5;43054.4848;4.733;20/01/2010;98.84;592370.5617;3.231;27/12/2012;2.878;55432.1535;4.6;20/01/2010;188.05;570977.326;4.182;30/05/2013;1232;153355.6608;5;20/01/2010;290.19;115894.6313;2.778;20/01/2010;175.44;136983.5177;4.364;20/01/2010;265.42;2812968.3343;3.545;20/01/2010;150.26;109493.9227;1.909;20/01/2010;#N/A N/A;#N/A N/A;5;20/01/2010;90.61;1955993.2917;4.259;20/01/2010;162.34;769702.6103;3.111;20/01/2010;27.422;979678.2649;3.462;27/12/2012;672;23029.5736;4.8;20/01/2010;144.66;326751.7602;2.333;27/06/2013;77.75;72897.3209;3.857;20/01/2010;26470.06;41157.635;5;20/01/2010;141.58;300771.121;4;20/01/2010;2522.43;29082.356;4.429;20/01/2010;0.0745;779310.3045;2.667;25/06/2014;1176.8;378712.4408;4.619;27/12/2012;543;12895.5437;4.391;27/12/2012;105.98;488147.3841;#N/A N/A;20/01/2010;15.236;117347.6422;#N/A N/A;20/01/2010;72.13;72130;#N/A N/A;27/12/2012;90.22;21908.2577;#N/A N/A;23/08/2017;4320;576984.0015;5;27/12/2012;62.49;30823.8428;3.667;25/12/2015;41;66061.4952;4.5;27/12/2012;1337;387725.1027;#N/A N/A;27/12/2012;1780.6;387725.1027;4.2;25/09/2015;486;226216.9523;#N/A N/A;27/12/2012;0.3424;20312.3986;2.286;20/01/2010;2.54;89844.622;3.211;03/10/2017;551.1;162089.5293;2;20/01/2010;0.819;26452.7018;3;20/01/2010;91.28;22452.1055;4.167;20/01/2010;1815;68593.5667;3.857;20/01/2010;1.535;72894.08;3.053
